"Brand","Model","Year","Engine_Size","Fuel_Type","Transmission","Mileage","Doors","Owner_Count","Price","Region","car_age","mileage_per_year","high_mileage_indicator","age_mileage_interaction","mileage_per_engine_size","owner_impact_score","luxury_brand_indicator","engine_size_per_door","transmission_fuel_combo","fuel_type_efficiency_score","brand_mean_price_ratio","model_popularity_score","doors_category","rare_model_indicator","log_price","log_mileage","age_x_mileage","brand_x_region","owner_stability_score","transmission_popularity","fuel_efficiency_per_mile","estimated_original_price","depreciation_rate","region_price_deviation","mileage_variance","Fuel_Type_encoded","Transmission_encoded","Region_encoded","doors_category_encoded","transmission_fuel_combo_encoded","brand_x_region_encoded","cpi_year","inflation_adjustment","price_inflation_adjusted","original_price_inflation_adjusted","outlier_flag"
"Kia","Optima",2006,1.9,"Diesel","Automatic",8802,5,1,9123,"Europe",18,489,0,158436,4632.63157894737,0.2,0,0.38,"Automatic-Diesel",8192.595142,1.02944157684575,319,"SUV/Family",0,9.11855397634547,9.08273424737104,167238,"Kia-Europe",0.5,0.329151124675031,17.6464468538714,36221.1014223938,1426.21586433651,1.03038174824595,0.0308842105242568,0,0,2,1,0,38,203.1,1.57447070408666,5794.32819951528,57029.0630593105,0
"Toyota","RAV4",2001,3.9,"Electric","Manual",226177,5,5,5776,"Asia",23,9833.78260869565,1,5202071,57994.1025641026,1,0,0.78,"Manual-Electric",9818.188368,0.660653583113066,314,"SUV/Family",0,8.66146668057266,12.3290731575651,5428248,"Toyota-Asia",0.166666666666667,0.33841980332316,1.04171299345273,32963.7353899834,1132.82230791598,0.652360514947779,0.62826944440256,1,1,1,1,5,49,177.4,1.80256482525366,3204.32303963725,59419.2699229535,0
"Honda","CR-V",2019,1.8,"Diesel","Manual",75133,3,2,10097,"South America",5,15026.6,0,375665,41740.5555555556,0.4,0,0.6,"Manual-Diesel",8192.595142,1.16262765953936,298,"SUV/Family",0,9.21999362900432,11.2270151553526,450798,"Honda-South America",0.333333333333333,0.33841980332316,0.65419516964559,15606.1100435474,918.185007257898,1.14038852483167,0.834811111055457,0,1,5,1,4,29,258.63,1.23641882225573,8166.32666718787,19295.6882000362,0
"Chevrolet","Equinox",2010,3.3,"Diesel","Semi-Automatic",177430,3,3,6851,"Asia",14,12673.5714285714,0,2484020,53766.6666666667,0.6,0,1.1,"Semi-Automatic-Diesel",8192.595142,0.762283200945653,306,"SUV/Family",0,8.8321499060029,12.0863314439176,2661450,"Chevrolet-Asia",0.25,0.332429072001808,0.69254657572769,20347.4382520286,899.762550135238,0.773774565080893,0.788577777725206,0,2,1,1,8,13,220.472,1.45041093653616,4723.48892815261,29512.1469712364,0
"Volkswagen","Passat",2022,2.6,"Diesel","Automatic",141331,5,1,11973,"North America",2,70665.5,0,282662,54358.0769230769,0.2,0,0.52,"Automatic-Diesel",8192.595142,1.3443390525838,315,"SUV/Family",0,9.39040939371684,11.8588599359757,423993,"Volkswagen-North America",0.5,0.329151124675031,0.173898604907524,14885.1815798209,970.727193273634,1.35227016022676,3.14068888867951,0,0,3,1,0,57,298.808,1.07016880404808,11187.9546055821,15929.6569693155,0
"Kia","Optima",2017,2.5,"Diesel","Semi-Automatic",108743,2,2,9525,"North America",7,15534.7142857143,0,761201,43497.2,0.4,0,1.25,"Semi-Automatic-Diesel",8192.595142,1.07480335629242,319,"Sports",0,9.1616751999949,11.5967425790631,869944,"Kia-North America",0.333333333333333,0.332429072001808,0.602668123842539,17021.6397950848,937.079974385598,1.07578495583061,0.906191666606254,0,2,3,3,8,39,247.805,1.2904299751821,7381.26065202095,21965.2342183299,0
"Hyundai","Sonata",2001,3.5,"Electric","Manual",256586,2,5,4768,"Africa",23,11155.9130434783,1,5901478,73310.2857142857,1,0,1.75,"Manual-Electric",9818.188368,0.546428789169251,303,"Sports",0,8.46968220874519,12.4552191700494,6158064,"Hyundai-Africa",0.166666666666667,0.33841980332316,0.918267101172986,27211.0613468561,935.127556119006,0.538513666078776,0.712738888841373,1,1,0,3,5,30,177.4,1.80256482525366,2645.11984989446,49049.7020416625,0
"Volkswagen","Tiguan",2012,1.1,"Petrol","Automatic",226357,4,2,5772,"North America",12,18863.0833333333,1,2716284,205779.090909091,0.4,0,0.275,"Automatic-Petrol",8165.243868,0.648085276164177,338,"Sedan",0,8.66077391989376,12.3298686779437,2942641,"Volkswagen-North America",0.333333333333333,0.329151124675031,0.468914477554446,14826.8191818135,696.52455244719,0.651908741737982,1.16080512812774,3,0,3,2,3,57,231.221,1.38298424451066,4173.58333828473,20505.2573246565,0
"Kia","Rio",2012,4,"Petrol","Manual",98066,2,3,9738,"Asia",12,8172.16666666667,0,1176792,24516.5,0.6,0,2,"Manual-Petrol",8165.243868,1.09883832898432,310,"Sports",0,9.18379103674265,11.4933960003617,1274858,"Kia-Asia",0.25,0.33841980332316,1.08227215085798,25014.4776840782,1175.11366800602,1.09984187925233,0.502902564069037,3,1,1,3,7,37,231.221,1.38298424451066,7041.29496677351,34594.6285217438,0
"Mercedes","E-Class",2001,1.7,"Electric","Automatic",220846,4,4,5183,"North America",23,9602,1,5079458,129909.411764706,0.8,1,0.425,"Automatic-Electric",9818.188368,0.577492599912918,308,"Sedan",0,8.55313931818971,12.30522090502,5300304,"Mercedes-North America",0.2,0.329151124675031,1.06685616349889,29579.4737753262,1016.51974063859,0.585385136595281,0.613461111070214,1,0,3,2,1,45,177.4,1.80256482525366,2875.34735360801,53318.9189769162,0
"Toyota","Corolla",2010,2.9,"Petrol","Manual",243608,5,3,5127,"Europe",14,17400.5714285714,1,3410512,84002.7586206897,0.6,0,0.58,"Manual-Petrol",8165.243868,0.586421558279205,310,"SUV/Family",0,8.5422759717837,12.4033156550011,3654120,"Toyota-Europe",0.25,0.33841980332316,0.502738485364682,15227.1662411546,673.344416076976,0.579060311658114,1.08270222215004,3,1,2,1,7,50,220.472,1.45041093653616,3534.8602736299,22085.6484486249,0
"Ford","Focus",2000,4.1,"Hybrid","Automatic",185108,2,5,6997,"North America",24,7712.83333333333,0,4442592,45148.2926829268,1,0,2.05,"Automatic-Hybrid",9045.843182,0.788511776712577,328,"Sports",0,8.8532367647459,12.1286947175088,4627700,"Ford-North America",0.166666666666667,0.329151124675031,1.22153305758563,42937.6389739736,1437.62555895894,0.790264287238506,0.493621333300425,2,0,3,3,2,21,174.6,1.83147193585338,3820.42436087874,78639.0807726368,0
"Hyundai","Sonata",2004,4,"Hybrid","Manual",12765,4,4,10044,"South America",20,638.25,0,255300,3191.25,0.8,0,1,"Manual-Hybrid",9045.843182,1.15107608188254,303,"Sedan",0,9.21473072027748,9.45446232967558,268065,"Hyundai-South America",0.2,0.33841980332316,14.8570864087283,46106.7790803879,1717.27519430419,1.13440252980185,0.0405238095211079,2,1,5,2,6,35,191.7,1.66810119979134,6021.21741849738,76910.7735025094,0
"Hyundai","Tucson",2011,2.1,"Hybrid","Automatic",208405,5,5,7831,"Europe",13,16031.1538461538,0,2709265,99240.4761904762,1,0,0.42,"Automatic-Hybrid",9045.843182,0.897458860734984,316,"SUV/Family",0,8.96584549475094,12.247238580896,2917670,"Hyundai-Europe",0.166666666666667,0.329151124675031,0.607630804043777,21629.9713509008,985.640810778626,0.884459001481313,0.992404761838602,2,0,2,1,2,32,227.223,1.40731792116115,5564.48538190915,30440.2463163249,0
"Kia","Rio",2002,3.3,"Diesel","Manual",155647,5,1,4887,"Africa",22,7074.86363636364,0,3424234,47165.7575757576,0.2,0,0.66,"Manual-Diesel",8192.595142,0.551450288944994,310,"SUV/Family",0,8.49433389727015,11.9553459016718,3579881,"Kia-Africa",0.5,0.33841980332316,1.21044316994925,25937.8827235612,915.255770589619,0.551953919070256,0.451150724607604,0,1,0,1,4,36,181.8,1.75893839383938,2778.38042373544,45623.1377773751,0
"Mercedes","C-Class",2005,3,"Electric","Manual",85112,4,2,8897,"South America",19,4479.57894736842,0,1617128,28370.6666666667,0.4,1,0.75,"Manual-Electric",9818.188368,0.991308443261669,285,"Sedan",0,9.09346942024477,11.3517233151962,1702240,"Mercedes-South America",0.333333333333333,0.33841980332316,2.30657998590424,37982.5938405751,1454.27969202876,1.00485656189238,0.283706666647753,1,1,5,2,5,47,198.1,1.61420999495204,5511.67445860371,61311.8826116603,0
"Toyota","Camry",2014,1.3,"Electric","Automatic",234062,5,1,8418,"Asia",10,23406.2,1,2340620,180047.692307692,0.2,0,0.26,"Automatic-Electric",9818.188368,0.96284312026416,308,"SUV/Family",0,9.03812754933052,12.3633413165098,2574682,"Toyota-Asia",0.5,0.329151124675031,0.461394830023112,18702.3632247627,934.942111342063,0.950756720019115,1.41855757566301,1,0,1,1,1,49,236.252,1.35353351506019,6219.2771042139,25314.2754355455,0
"Hyundai","Tucson",2012,2.5,"Diesel","Manual",62339,4,4,8953,"Asia",12,5194.91666666667,0,748068,24935.6,0.8,0,0.625,"Manual-Diesel",8192.595142,1.02604382328698,316,"Sedan",0,9.09974395063416,11.0403425121275,810407,"Hyundai-Asia",0.2,0.33841980332316,1.70810458118424,22998.0097253597,1080.38536348921,1.01118138682955,0.319687179465867,0,1,1,2,4,31,231.221,1.38298424451066,6473.6818481745,31805.8851052754,0
"Hyundai","Elantra",2011,3.9,"Electric","Manual",58298,4,5,12134,"Asia",13,4484.46153846154,0,757874,14948.2051282051,1,0,0.975,"Manual-Electric",9818.188368,1.39059709055782,330,"Sedan",0,9.40376670850224,10.9733230664328,816172,"Hyundai-Asia",0.166666666666667,0.33841980332316,2.35722728001098,33515.2691063504,1527.23350759646,1.37045403192111,0.277609523791016,1,1,1,2,5,31,227.223,1.40731792116115,8622.07452740208,47166.6388459056,0
"Ford","Fiesta",2007,2.5,"Diesel","Automatic",283885,4,3,4522,"South America",17,16699.1176470588,1,4826045,113554,0.6,0,0.625,"Automatic-Diesel",8192.595142,0.509597006473385,342,"Sedan",0,8.41670965283791,12.5563245055598,5109930,"Ford-South America",0.25,0.329151124675031,0.519426397593544,16696.9629713713,676.386831742848,0.510729613676222,1.05142592585583,0,0,5,2,0,23,211.445,1.51233181205514,2990.08455945587,25251.3482663116,0
"Toyota","Camry",2012,2.7,"Hybrid","Semi-Automatic",5159,4,1,11296,"South America",12,429.916666666667,0,61908,1910.74074074074,0.2,0,0.675,"Semi-Automatic-Hybrid",9045.843182,1.2920261209912,308,"Sedan",0,9.33220395973302,8.54849804124465,67067,"Toyota-South America",0.5,0.332429072001808,22.7370381604795,29016.5886136114,1363.12220104703,1.27580754446851,0.0264564102546464,2,2,5,2,10,53,231.221,1.38298424451066,8167.84431553436,40129.4848820721,0
"Audi","Q5",2000,4.6,"Electric","Automatic",163088,2,2,8938,"South America",24,6795.33333333333,0,3914112,35453.9130434783,0.4,1,2.3,"Automatic-Electric",9818.188368,1.00745140409674,333,"Sports",0,9.0980671294934,12.0020452114082,4077200,"Audi-South America",0.333333333333333,0.329151124675031,1.50481389711427,54848.7376231779,1836.42950492711,1.00948723729281,0.43490133330434,1,0,5,3,1,5,174.6,1.83147193585338,4880.22766007349,100453.923673836,0
"Mercedes","GLA",2015,1.6,"Hybrid","Manual",55540,4,4,10089,"Europe",9,6171.11111111111,0,499860,34712.5,0.8,1,0.4,"Manual-Hybrid",9045.843182,1.12412171339406,292,"Sedan",0,9.21920100040838,10.9248587608608,555400,"Mercedes-Europe",0.2,0.33841980332316,1.62841461422142,20845.8033492999,1075.68033492999,1.13948497841208,0.370266666641982,2,1,2,2,6,44,237.761,1.34494303102696,7501.43297318427,28036.4179407993,0
"Kia","Optima",2018,3.5,"Electric","Manual",116025,5,5,12679,"Oceania",6,19337.5,0,696150,33150,1,0,0.7,"Manual-Electric",9818.188368,1.43070149652825,319,"SUV/Family",0,9.44770236052795,11.6615609641094,812175,"Kia-Oceania",0.166666666666667,0.33841980332316,0.592313487451737,21071.9322828922,1198.99032612746,1.43200813175604,1.10499999992633,1,1,4,1,5,40,252.767,1.26509789648174,10022.1493018529,26658.0572058926,0
"Hyundai","Elantra",2007,4.5,"Diesel","Semi-Automatic",131788,5,1,8064,"Europe",17,7752.23529411765,0,2240396,29286.2222222222,0.2,0,0.9,"Semi-Automatic-Diesel",8192.595142,0.924161442084908,330,"SUV/Family",0,8.99516499031115,11.7889498498645,2372184,"Hyundai-Europe",0.5,0.332429072001808,1.11881638587014,29775.3890758819,1206.18828199344,0.910774790952024,0.488103703671163,0,2,2,1,8,32,211.445,1.51233181205514,5332.16317723399,45030.2681157754,0
"Ford","Focus",2022,2.9,"Electric","Semi-Automatic",243560,3,4,10728,"Asia",2,121780,1,487120,83986.2068965517,0.8,0,0.966666666666667,"Semi-Automatic-Electric",9818.188368,1.20896874954588,328,"SUV/Family",0,9.28061242496151,12.4031185977225,730680,"Ford-Asia",0.2,0.332429072001808,0.120932018015873,13337.3613954998,869.787131833254,1.21165574867725,5.41244444408362,1,2,1,1,9,19,298.808,1.07016880404808,10024.5867375498,14273.2280937791,0
"Chevrolet","Malibu",2011,4.9,"Petrol","Semi-Automatic",240603,3,4,7487,"Oceania",13,18507.9230769231,1,3127839,49102.6530612245,0.8,0,1.63333333333333,"Semi-Automatic-Petrol",8165.243868,0.833048361623136,317,"SUV/Family",0,8.92092346223069,12.3909035512729,3368442,"Chevrolet-Oceania",0.2,0.332429072001808,0.475084529156294,20679.8104334305,942.343602387892,0.845606505438716,1.14572857135219,3,2,4,1,11,16,227.223,1.40731792116115,5320.04878742866,29103.067829182,0
"Hyundai","Elantra",2003,4.8,"Hybrid","Semi-Automatic",8116,2,4,10637,"North America",21,386.47619047619,0,170436,1690.83333333333,0.8,0,2.4,"Semi-Automatic-Hybrid",9045.843182,1.2190358704684,330,"Sports",0,9.27209376825166,9.00159270094571,178552,"Hyundai-North America",0.2,0.332429072001808,24.4542332273286,52504.2296773858,1903.05589442663,1.20137790815435,0.0245939393922998,2,2,3,3,10,33,185.5,1.72385444743935,6170.47455241967,90509.6498387388,0
"Ford","Fiesta",2014,1.6,"Diesel","Automatic",62028,4,1,10159,"Asia",10,6202.8,0,620280,38767.5,0.2,0,0.4,"Automatic-Diesel",8192.595142,1.14484652559998,342,"Sedan",0,9.22611529109155,11.035341174984,682308,"Ford-Asia",0.5,0.329151124675031,1.45261120524186,22570.3620812977,1128.30564375434,1.14739100958353,0.375927272702211,0,0,1,2,0,19,236.252,1.35353351506019,7505.54004534438,30549.7415240801,0
"Hyundai","Elantra",2003,2.6,"Diesel","Automatic",96060,5,5,7178,"Africa",21,4574.28571428571,0,2017260,36946.1538461538,1,0,0.52,"Automatic-Diesel",8192.595142,0.822622870943139,330,"SUV/Family",0,8.87877607170755,11.4727282752188,2113320,"Hyundai-Africa",0.166666666666667,0.329151124675031,1.8758674166233,35430.6064326667,1284.20938330303,0.810707024981849,0.291090909071503,0,0,0,1,0,30,185.5,1.72385444743935,4163.92463450864,61077.2084744258,0
"Ford","Focus",2018,3.3,"Electric","Automatic",89393,3,5,14512,"Europe",6,14898.8333333333,0,536358,27088.7878787879,1,0,1.1,"Automatic-Electric",9818.188368,1.63539844271158,328,"SUV/Family",0,9.58273117235492,11.4007976583197,625751,"Ford-Europe",0.166666666666667,0.329151124675031,0.768761952751678,24118.2964973051,1372.32807104359,1.63903320514581,0.851361904705147,1,0,2,1,1,20,252.767,1.26509789648174,11471.0490313502,30512.0061654636,0
"Hyundai","Tucson",2012,2.4,"Hybrid","Semi-Automatic",222315,2,5,6653,"South America",12,18526.25,1,2667780,92631.25,1,0,1.2,"Semi-Automatic-Hybrid",9045.843182,0.762456110390736,316,"Sports",0,8.80282315974189,12.3118505740591,2890095,"Hyundai-South America",0.166666666666667,0.332429072001808,0.52893005544061,17089.8870437639,802.837464904913,0.75141179119591,1.14007692300092,2,2,5,3,10,35,231.221,1.38298424451066,4810.61156438121,23635.0445219923,0
"Toyota","Camry",2017,3.5,"Diesel","Semi-Automatic",279308,4,5,7113,"Europe",7,39901.1428571429,1,1955156,79802.2857142857,1,0,0.875,"Semi-Automatic-Diesel",8192.595142,0.813578417015796,308,"Sedan",0,8.86967937473351,12.5400703945592,2234464,"Toyota-Europe",0.166666666666667,0.332429072001808,0.234647356886107,12711.278095794,699.784761974253,0.803365710322638,2.3275666665115,0,2,2,2,8,50,247.805,1.2904299751821,5512.11622234384,16403.0142776882,0
"Kia","Optima",2003,2.5,"Diesel","Manual",150292,5,3,4494,"South America",21,7156.7619047619,0,3156132,60116.8,0.6,0,0.5,"Manual-Diesel",8192.595142,0.50710407172474,319,"SUV/Family",0,8.41049845274527,11.9203353474449,3306424,"Kia-South America",0.25,0.33841980332316,1.19907056644092,22182.3830187244,804.01740994202,0.507567201207639,0.455430302999941,0,1,5,1,4,41,185.5,1.72385444743935,2606.94863575952,38239.1996216313,0
"Kia","Rio",2001,4.9,"Hybrid","Semi-Automatic",49981,5,4,9300,"Oceania",23,2173.08695652174,0,1149563,10200.2040816327,0.8,0,0.98,"Semi-Automatic-Hybrid",9045.843182,1.04941430063197,310,"SUV/Family",0,9.13776967914135,10.819398212192,1199544,"Kia-Oceania",0.2,0.332429072001808,4.34157057030297,53075.2664693293,1823.96943622205,1.05037271277949,0.138836111101855,2,2,4,1,10,40,177.4,1.80256482525366,5159.31514346025,95671.6084285782,0
"Kia","Optima",2004,3.9,"Electric","Manual",250312,4,3,6193,"Africa",20,12515.6,1,5006240,64182.5641025641,0.6,0,0.975,"Manual-Electric",9818.188368,0.698819652022989,319,"Sedan",0,8.73117490093806,12.4304634187397,5256552,"Kia-Africa",0.25,0.33841980332316,0.823630746757319,28428.8413824017,1058.84958963818,0.699457872069183,0.794641269788294,1,1,0,2,5,36,191.7,1.66810119979134,3712.60448753029,47422.184418662,0
"Hyundai","Sonata",2007,3.8,"Electric","Semi-Automatic",247278,4,5,7054,"Oceania",17,14545.7647058824,1,4203726,65073.1578947368,1,0,0.95,"Semi-Automatic-Electric",9818.188368,0.808412055117428,303,"Sedan",0,8.861350110796,12.4182684887759,4451004,"Hyundai-Oceania",0.166666666666667,0.332429072001808,0.714639098990683,26046.0806722806,1055.11559290448,0.796702055478123,0.915844444383388,1,2,4,2,9,34,211.445,1.51233181205514,4664.32031897428,39390.3163800446,0
"Audi","A4",2009,4.9,"Diesel","Manual",202557,3,3,7648,"Africa",15,13503.8,0,3038355,41338.1632653061,0.6,1,1.63333333333333,"Manual-Diesel",8192.595142,0.862048370835969,328,"SUV/Family",0,8.94219945473124,12.2187766074017,3240912,"Audi-Africa",0.25,0.33841980332316,0.647082889980402,24424.2199555695,1048.5137472231,0.863790377133071,0.843987499943734,0,1,0,1,4,0,217.347,1.47126484377516,5198.24831834884,35934.4961572612,0
"Honda","Civic",2003,4.2,"Petrol","Semi-Automatic",287097,3,4,3458,"Europe",21,13671.2857142857,1,6029037,68356.4285714286,0.8,0,1.4,"Semi-Automatic-Petrol",8165.243868,0.39817435344034,317,"SUV/Family",0,8.14844566624324,12.5675754167338,6316134,"Honda-Europe",0.2,0.332429072001808,0.625647780523058,17068.6872449375,618.667602042613,0.390557939870052,0.86999090903291,3,2,2,1,11,26,185.5,1.72385444743935,2005.96982253147,29423.9324191368,0
"Chevrolet","Malibu",2010,2.5,"Electric","Semi-Automatic",91875,2,3,9762,"South America",14,6562.5,0,1286250,36750,0.6,0,1.25,"Semi-Automatic-Electric",9818.188368,1.08617845681382,317,"Sports",0,9.18625257644709,11.4281842365151,1378125,"Chevrolet-South America",0.25,0.332429072001808,1.60270786287953,28993.0947622687,1282.07298415125,1.10255251851112,0.408333333306111,1,2,5,3,9,17,220.472,1.45041093653616,6730.50633726839,42051.9017272237,0
"Audi","Q5",2018,2,"Petrol","Automatic",223153,2,5,8536,"Oceania",6,37192.1666666667,1,1338918,111576.5,1,1,1,"Automatic-Petrol",8165.243868,0.962139761173618,333,"Sports",0,9.05204779298159,12.3156129138389,1562071,"Audi-Oceania",0.166666666666667,0.329151124675031,0.256124337139272,14186.4511370588,807.207305294108,0.964084029708145,2.12526666652498,3,0,4,3,3,4,252.767,1.26509789648174,6747.30392307091,17947.249492034,0
"Volkswagen","Golf",2021,4.2,"Diesel","Semi-Automatic",211736,2,5,10365,"Africa",3,70578.6666666667,0,635208,50413.3333333333,1,0,2.1,"Semi-Automatic-Diesel",8192.595142,1.16379138729066,320,"Sports",0,9.24619002486988,12.2630954946261,846944,"Volkswagen-Africa",0.166666666666667,0.332429072001808,0.154767075507698,13855.9884358843,872.747108971074,1.17065732988811,3.52893333309807,0,2,0,3,8,54,280.806,1.1387755247395,9101.88160425299,15778.8605018586,0
"Volkswagen","Tiguan",2002,4,"Diesel","Manual",200943,2,5,4681,"Asia",22,9133.77272727273,0,4420746,50235.75,1,0,2,"Manual-Diesel",8192.595142,0.525586829127601,338,"Sports",0,8.45126704130007,12.2107765647347,4621689,"Volkswagen-Asia",0.166666666666667,0.33841980332316,0.937619737995482,24844.532234293,876.67531453448,0.528687598765678,0.58244347822204,0,1,1,3,4,55,181.8,1.75893839383938,2661.26432647956,43700.0016238782,0
"Chevrolet","Impala",2002,4.4,"Diesel","Automatic",243432,2,2,5731,"Asia",22,11065.0909090909,1,5355504,55325.4545454545,0.4,0,2.2,"Automatic-Diesel",8192.595142,0.637665307928702,336,"Sports",0,8.65364531455174,12.4025929217239,5598936,"Chevrolet-Asia",0.333333333333333,0.329151124675031,0.773981591119509,30417.4352135726,1073.32327015533,0.647278066337556,0.70559999995296,0,0,1,3,0,13,181.8,1.75893839383938,3258.21530763818,53502.3946392749,0
"Hyundai","Sonata",2011,1.8,"Electric","Automatic",272957,3,3,7240,"Oceania",13,20996.6923076923,1,3548441,151642.777777778,0.6,0,0.6,"Automatic-Electric",9818.188368,0.829728278855994,303,"SUV/Family",0,8.88737648537976,12.5170695526037,3821398,"Hyundai-Oceania",0.25,0.329151124675031,0.503550330079019,19997.5727979213,911.25519985152,0.817709509733712,1.29979523800859,1,0,4,1,1,34,227.223,1.40731792116115,5144.5376280197,28142.9425782394,0
"Mercedes","GLA",2005,1.9,"Petrol","Automatic",211073,4,5,4778,"South America",19,11109.1052631579,0,4010387,111091.052631579,1,1,0.475,"Automatic-Petrol",8165.243868,0.532367285815922,292,"Sedan",0,8.47177732788576,12.2599593241878,4221460,"Mercedes-South America",0.166666666666667,0.329151124675031,0.773615787164899,20397.9805968605,780.999029843026,0.53964309910327,0.703576666619761,3,0,5,2,3,47,198.1,1.61420999495204,2959.9618481745,32926.6241562901,0
"Mercedes","E-Class",2012,4.9,"Hybrid","Semi-Automatic",17044,4,2,13259,"Oceania",12,1420.33333333333,0,204528,3478.36734693878,0.4,1,1.225,"Semi-Automatic-Hybrid",9045.843182,1.47732478916561,308,"Sedan",0,9.49243184611472,9.7435535146198,221572,"Mercedes-Oceania",0.333333333333333,0.332429072001808,6.89429333212171,34059.0428849038,1600.00329883875,1.4975152471767,0.0874051281993012,2,2,4,2,10,46,231.221,1.38298424451066,9587.23864905011,47103.119692935,0
"Mercedes","GLA",2002,1.6,"Hybrid","Manual",56708,3,4,6165,"Europe",22,2577.63636363636,0,1247576,35442.5,0.8,1,0.533333333333333,"Manual-Hybrid",9045.843182,0.686907559032055,292,"SUV/Family",0,8.72664341559844,10.9456705732375,1304284,"Mercedes-Europe",0.2,0.33841980332316,3.66738455493469,32720.9017783415,1154.60442514528,0.696295459600599,0.164371014481796,2,1,2,1,6,44,181.8,1.75893839383938,3504.95504651708,57554.0504189723,0
"Ford","Explorer",2021,2.9,"Electric","Automatic",110514,3,5,14589,"Africa",3,36838,0,331542,38108.275862069,1,0,0.966666666666667,"Automatic-Electric",9818.188368,1.64407579111902,316,"SUV/Family",0,9.5880230990719,11.6128974887472,442056,"Ford-Africa",0.166666666666667,0.329151124675031,0.355351648346876,19502.6546349364,1228.4136587341,1.64772983943441,1.84189999987721,1,0,0,1,1,18,280.806,1.1387755247395,12811.1288687358,22209.145765713,0
"Honda","CR-V",2012,1.8,"Diesel","Semi-Automatic",23434,3,1,9031,"Europe",12,1952.83333333333,0,281208,13018.8888888889,0.2,0,0.6,"Semi-Automatic-Diesel",8192.595142,1.03988218216302,298,"SUV/Family",0,9.1084183822508,10.0619432382281,304642,"Honda-Europe",0.5,0.332429072001808,4.54231828575084,23198.3721467355,1089.79785744119,1.0199909644206,0.120174358966347,0,2,2,1,8,26,231.221,1.38298424451066,6530.08162301618,32082.9831772302,0
"Toyota","RAV4",2017,2.4,"Electric","Manual",282266,4,4,7954,"Asia",7,40323.7142857143,1,1975862,117610.833333333,0.8,0,0.6,"Manual-Electric",9818.188368,0.909771225775853,314,"Sedan",0,8.98143022576764,12.5506051677392,2258128,"Toyota-Asia",0.2,0.33841980332316,0.278259800562574,14214.1861343942,782.52326679927,0.89835102768259,2.35221666650985,1,1,1,2,5,49,247.805,1.2904299751821,6163.83697912595,18342.41186064,0
"Hyundai","Sonata",2013,3.5,"Electric","Automatic",271806,3,2,9563,"Africa",11,24709.6363636364,1,2989866,77658.8571428571,0.4,0,1.16666666666667,"Automatic-Electric",9818.188368,1.0959518688812,303,"SUV/Family",0,9.16565676434954,12.5128438555107,3261672,"Hyundai-Africa",0.333333333333333,0.329151124675031,0.433445395139395,22845.4003477451,1106.86669564542,1.08007680132369,1.51003333323266,1,0,0,1,1,30,234.719,1.36237373199443,7019.36610741928,31123.9733306642,0
"Audi","A4",2002,4.4,"Diesel","Semi-Automatic",274125,3,3,3617,"Oceania",22,12460.2272727273,1,6030750,62301.1363636364,0.6,1,1.46666666666667,"Semi-Automatic-Diesel",8192.595142,0.407692070778465,328,"SUV/Family",0,8.1934002319521,12.5213394857202,6304875,"Audi-Oceania",0.25,0.332429072001808,0.687328334571108,19197.3238819564,677.405386172018,0.408515924959508,0.794565217338333,0,2,4,1,8,4,181.8,1.75893839383938,2056.35399890548,33766.9100349428,0
"Mercedes","C-Class",2002,1.8,"Electric","Semi-Automatic",240751,5,5,3684,"Europe",22,10943.2272727273,1,5296522,133750.555555556,1,1,0.36,"Semi-Automatic-Electric",9818.188368,0.410473227489714,285,"SUV/Family",0,8.2117543973752,12.3915184833381,5537273,"Mercedes-Europe",0.166666666666667,0.332429072001808,0.937885039348102,19552.9281673009,689.953398578301,0.416083126223618,0.697828985460724,1,2,2,1,9,44,181.8,1.75893839383938,2094.44515675084,34392.3960654491,0
"Hyundai","Tucson",2016,1.2,"Electric","Manual",175499,2,4,8590,"North America",8,21937.375,0,1403992,146249.166666667,0.8,0,0.6,"Manual-Electric",9818.188368,0.984442805990744,316,"Sports",0,9.0583540149783,12.0753886238661,1579491,"Hyundai-North America",0.2,0.33841980332316,0.503473889007908,16506.181902721,879.575766969,0.970182968040413,1.29999259250593,1,1,3,3,5,33,242.637,1.31791523963781,6517.86984598546,21753.7486778299,0
"Volkswagen","Tiguan",2008,2.9,"Petrol","Manual",2954,3,3,9340,"South America",16,184.625,0,47264,1018.62068965517,0.6,0,0.966666666666667,"Manual-Petrol",8165.243868,1.04870347875492,338,"SUV/Family",0,9.14206153122289,7.99091546309133,50218,"Volkswagen-South America",0.25,0.33841980332316,46.7213550171659,32072.7907478826,1337.22298516956,1.05489044487747,0.0115843137247179,3,1,5,1,7,59,211.398,1.51266804794747,6174.52058478618,48515.4857728273,0
"BMW","X5",2021,4.8,"Petrol","Automatic",278471,3,3,11130,"South America",3,92823.6666666667,1,835413,58014.7916666667,0.6,1,1.6,"Automatic-Petrol",8165.243868,1.28755680186245,299,"SUV/Family",0,9.31739944426959,12.5370692036637,1113884,"BMW-South America",0.25,0.329151124675031,0.117285126032857,14878.6446011956,937.161150298895,1.25705895626191,4.64118333302392,3,0,5,1,3,11,280.806,1.1387755247395,9773.6557892268,16943.436313139,0
